F_MASV,F_MAMH,F_NHHK,IDKH,TIN_CHI,DIEMTB
1502576,253,20191,12,3,4.0
1502581,415,20191,12,3,4.0
1502635,415,20191,12,3,4.0
1502642,206,20191,12,3,4.0
1502644,319,20191,12,3,4.0
1502647,12,20191,3,3,4.0
1502655,241,20191,12,3,4.0
1502658,415,20191,12,3,4.0
1502666,415,20191,12,3,4.0
1502672,377,20191,11,3,4.0
1502680,275,20191,11,3,4.0
1502681,229,20191,16,3,4.0
1502682,275,20191,11,3,4.0
1502685,275,20191,11,3,4.0
1502688,377,20191,11,3,4.0
1502691,24,20191,11,3,4.0
1502694,222,20191,11,3,4.0
1502699,225,20191,11,3,4.0
1502707,275,20191,11,3,4.0
1502708,229,20191,11,3,4.0
1502709,275,20191,11,3,4.0
1502716,275,20191,11,3,4.0
1502719,275,20191,11,3,4.0
1502725,299,20191,11,3,4.0
1502726,275,20191,11,3,4.0
1502730,225,20191,11,3,4.0
1502734,275,20191,11,3,4.0
1502738,19,20191,11,3,4.0
1502739,19,20191,11,3,4.0
1502747,255,20191,11,3,4.0
1502752,255,20191,11,3,4.0
1502764,275,20191,11,3,4.0
1502766,275,20191,11,3,4.0
1502768,222,20191,11,3,4.0
1502769,275,20191,11,3,4.0
1502774,275,20191,11,3,4.0
1502775,275,20191,6,3,4.0
1502776,255,20191,11,3,4.0
1502779,275,20191,11,3,4.0
1502793,275,20191,11,3,4.0
1502795,299,20191,11,3,4.0
1502797,275,20191,11,3,4.0
1502798,19,20191,11,3,4.0
1502801,255,20191,11,3,4.0
1502803,255,20191,11,3,4.0
1502807,396,20191,16,3,4.0
1502809,219,20191,16,3,36.667
1502814,377,20191,16,3,4.0
1502815,370,20191,16,3,4.0
1502821,115,20191,16,3,4.0
1502843,232,20191,16,3,4.0
1502853,370,20191,16,3,4.0
1502858,18,20191,16,3,4.0
1502875,370,20191,16,3,4.0
1502880,217,20191,16,3,4.0
1502923,208,20191,16,3,4.0
1502930,365,20191,16,3,36.667
1502940,396,20191,16,3,4.0
1502945,400,20191,16,3,4.0
1502952,23,20201,16,3,4.0
1502955,127,20191,16,3,4.0
1502956,384,20191,16,3,4.0
1502958,20,20191,16,3,4.0
1502960,375,20191,16,3,4.0
1502963,114,20201,16,3,4.0
1502993,208,20191,16,3,4.0
1503004,392,20191,16,3,4.0
1503006,333,20191,16,3,4.0
1503013,224,20191,16,3,4.0
1503016,115,20191,16,3,4.0
1503019,115,20191,16,3,4.0
1503021,392,20191,16,3,4.0
1503028,419,20191,16,3,4.0
1503038,400,20191,16,3,4.0
1503040,384,20191,16,3,36.667
1503044,403,20191,16,3,4.0
1503045,385,20191,16,3,4.0
1503050,370,20191,16,3,4.0
1503058,419,20191,16,3,36.667
1503059,404,20191,16,3,36.667
1503060,406,20191,16,3,4.0
1503071,205,20191,16,3,4.0
1503075,406,20191,16,3,4.0
1503078,417,20191,16,3,4.0
1503079,386,20191,16,3,4.0
1503086,370,20191,16,3,4.0
1503089,375,20191,16,3,4.0
1503096,403,20191,16,3,4.0
1503097,328,20191,16,3,4.0
1503099,400,20191,16,3,4.0
1503102,386,20191,16,3,4.0
1503107,429,20191,16,3,36.667
1503111,370,20191,16,3,4.0
1503119,418,20191,16,3,4.0
1503128,333,20191,16,3,4.0
1503129,403,20191,16,3,4.0
1503134,370,20191,16,3,4.0
1503140,417,20191,16,3,4.0
1503144,219,20191,16,3,4.0
1503148,386,20191,16,3,4.0
1503153,333,20191,16,3,4.0
1503166,396,20191,16,3,4.0
1503169,413,20191,16,3,4.0
1503170,217,20191,16,3,4.0
1503172,114,20191,16,3,4.0
1503175,123,20191,16,3,4.0
1503177,406,20191,16,3,4.0
1503183,217,20191,16,3,4.0
1503187,212,20191,16,3,4.0
1503188,221,20191,16,3,4.0
1503195,421,20191,16,3,3.75
1503198,333,20191,16,3,36.667
1503201,125,20191,11,3,4.0
1503207,319,20191,11,3,4.0
1503208,332,20191,11,3,36.667
1503218,332,20191,11,3,4.0
1503220,203,20191,11,3,4.0
1503230,341,20191,11,3,36.667
1503233,370,20191,11,3,4.0
1503249,370,20191,11,3,4.0
1503263,152,20191,11,3,4.0
1503264,19,20191,11,3,4.0
1503268,201,20191,11,3,4.0
1503271,370,20191,11,3,4.0
1503276,341,20191,11,3,4.0
1503278,338,20191,11,3,4.0
1503280,207,20191,11,3,36.667
1503281,201,20191,11,3,4.0
1503282,341,20191,11,3,4.0
1503288,209,20191,11,3,4.0
1503290,125,20191,11,3,4.0
1503294,117,20191,11,3,4.0
1503303,125,20191,11,3,4.0
1503305,125,20191,11,3,4.0
1503310,125,20191,11,3,4.0
1503316,125,20191,11,3,4.0
1503318,328,20191,11,3,4.0
1503324,341,20191,11,3,4.0
1503325,125,20191,11,3,4.0
1503328,209,20191,11,3,4.0
1503332,358,20201,6,3,4.0
1503334,358,20201,6,3,4.0
1503337,358,20201,6,3,36.667
1503343,349,20191,6,3,4.0
1503346,505,20191,6,3,4.0
1503352,523,20191,6,3,4.0
1503358,347,20191,6,3,4.0
1503360,245,20191,6,3,4.0
1503365,384,20201,6,3,3.75
1503371,248,20201,6,3,4.0
1503377,268,20191,6,3,36.667
1503390,315,20191,6,3,4.0
1503403,245,20191,6,3,4.0
1503410,358,20201,6,3,36.667
1503431,358,20201,6,3,3.75
1503432,245,20191,6,3,4.0
1503449,523,20191,6,3,4.0
1503471,523,20191,6,3,36.667
1503473,346,20191,6,3,3.75
1503485,512,20191,6,3,36.667
1503486,524,20191,6,3,4.0
1503494,346,20191,6,3,4.0
1503501,384,20201,6,3,4.0
1503511,521,20191,6,3,4.0
1503520,521,20191,6,3,4.0
1503534,264,20201,6,3,4.0
1503536,321,20191,6,3,4.0
1503540,320,20191,6,3,4.0
1503551,245,20191,6,3,4.0
1503552,339,20201,6,3,4.0
1503553,273,20191,6,3,4.0
1503554,523,20191,6,3,4.0
1503558,524,20191,6,3,4.0
1503560,320,20191,6,3,36.667
1503563,524,20191,6,3,4.0
1503565,23,20191,6,3,4.0
1503577,271,20191,6,3,4.0
1503585,320,20191,6,3,4.0
1503591,245,20191,6,3,4.0
1503596,347,20191,6,3,4.0
1503598,521,20191,6,3,4.0
1503600,321,20191,6,3,4.0
1503601,101,20201,6,3,3.75
1503603,242,20191,6,3,4.0
1503606,311,20191,6,3,4.0
1503614,311,20191,6,3,36.667
1503616,521,20191,6,3,4.0
1503624,339,20201,6,3,3.6
1503631,268,20191,6,3,4.0
1503633,264,20191,6,3,36.667
1503634,524,20191,6,3,4.0
1503638,126,20191,6,3,4.0
1503643,524,20191,6,3,4.0
1503644,514,20191,6,3,4.0
1503647,273,20191,6,3,4.0
1503652,344,20201,6,3,4.0
1503663,371,20191,6,3,4.0
1503665,384,20201,6,3,36.667
1503667,524,20191,6,3,4.0
1503670,245,20201,6,3,4.0
1503673,508,20191,6,3,4.0
1503676,521,20191,6,3,4.0
1503678,242,20201,6,3,4.0
1503682,273,20191,6,3,4.0
1503685,248,20191,6,3,4.0
1503687,346,20191,6,3,4.0
1503690,279,20191,6,3,4.0
1503694,245,20191,6,3,36.667
1503697,248,20191,6,3,4.0
1503698,245,20191,6,3,4.0
1503700,358,20201,6,3,4.0
1503709,321,20191,6,3,4.0
1503711,20,20191,6,3,4.0
1503715,358,20201,6,3,3.6
1503726,337,20191,6,3,4.0
1503733,401,20191,12,3,4.0
1503742,401,20191,12,3,4.0
1503743,441,20191,12,3,4.0
1503747,215,20191,12,3,4.0
1503757,335,20191,12,3,4.0
1503758,12,20191,12,3,4.0
1503760,362,20191,12,3,4.0
1503761,34,20201,12,3,4.0
1503767,254,20191,12,3,36.667
1503769,277,20191,12,3,4.0
1503770,215,20191,12,3,4.0
1503772,20,20191,12,3,4.0
1503780,431,20191,12,3,4.0
1503783,217,20191,12,3,4.0
1503808,401,20191,12,3,4.0
1503825,254,20191,12,3,4.0
1503829,411,20201,6,3,3.6
1503834,262,20191,6,3,4.0
1503837,475,20201,6,3,4.0
1503844,552,20191,6,3,4.0
1503845,552,20191,6,3,4.0
1503847,195,20191,6,3,4.0
1503852,552,20201,6,3,36.667
1503855,413,20191,6,3,4.0
1503863,195,20191,6,3,4.0
1503864,541,20191,6,3,4.0
1503867,195,20191,6,3,4.0
1503871,571,20191,6,3,4.0
1503892,556,20191,6,3,4.0
1503896,467,20201,6,3,4.0
1503899,463,20191,6,3,4.0
1503907,414,20191,6,3,4.0
1503909,189,20201,6,3,3.75
1503911,573,20201,6,3,36.667
1503915,395,20191,6,3,4.0
1503917,195,20191,6,3,4.0
1503919,572,20191,6,3,4.0
1503922,20,20191,6,3,4.0
1503925,393,20191,6,3,4.0
1503927,569,20191,6,3,4.0
1503935,149,20201,6,3,4.0
1503936,442,20201,6,3,3.6
1503944,135,20191,6,3,4.0
1503945,529,20191,6,3,4.0
1503946,413,20191,6,3,4.0
1503953,574,20191,6,3,4.0
1503961,529,20191,6,3,4.0
1503964,553,20191,6,3,4.0
1503969,162,20191,6,3,4.0
1503970,405,20191,6,3,4.0
1503989,529,20201,6,3,36.667
1503996,571,20191,6,3,4.0
1503998,424,20201,6,3,4.0
1504004,463,20191,6,3,4.0
1504009,573,20191,6,3,4.0
1504010,389,20191,6,3,4.0
1504011,391,20201,6,3,36.667
1504019,377,20191,6,3,4.0
1504020,393,20191,6,3,4.0
1504022,475,20201,6,3,36.667
1504024,451,20201,6,3,4.0
1504026,427,20191,6,3,36.667
1504029,424,20201,6,3,4.0
1504044,481,20201,6,3,4.0
1504049,529,20191,6,3,4.0
1504050,463,20191,6,3,4.0
1504051,152,20201,6,3,4.0
1504060,152,20191,6,3,4.0
1504062,448,20201,6,3,4.0
1504080,234,20191,11,3,36.667
1504081,365,20191,11,3,4.0
1504087,342,20191,11,3,4.0
1504110,357,20191,11,3,4.0
1504117,347,20191,11,3,4.0
1504124,365,20191,11,3,4.0
1504130,342,20191,11,3,4.0
1504131,359,20191,11,3,4.0
1504137,365,20201,11,3,4.0
1504155,122,20191,11,3,4.0
1504163,342,20191,11,3,4.0
1504165,406,20191,4,3,4.0
1504173,234,20191,11,3,4.0
1504194,365,20191,11,3,4.0
1504197,342,20191,11,3,4.0
1504203,234,20191,11,3,36.667
1504233,205,20201,6,3,4.0
1504246,208,20191,6,3,4.0
1504249,265,20191,6,3,4.0
1504259,277,20191,6,3,4.0
1504262,205,20201,6,3,36.667
1504281,201,20191,6,3,4.0
1504289,201,20191,6,3,4.0
1504290,286,20201,6,3,3.6
1504303,203,20191,6,3,4.0
1504313,286,20201,6,3,36.667
1504316,286,20201,6,3,4.0
1504319,286,20201,6,3,4.0
1504321,518,20191,6,3,4.0
1504326,19,20191,6,3,3.75
1504334,211,20201,6,3,4.0
1504337,345,20191,4,3,4.0
1504339,107,20191,4,3,4.0
1504341,480,20201,4,3,36.667
1504342,20,20191,4,3,4.0
1504343,323,20191,4,3,4.0
1504346,345,20191,4,3,4.0
1504351,480,20201,4,3,4.0
1504353,345,20191,4,3,4.0
1504356,480,20201,4,3,36.667
1504357,343,20191,4,3,4.0
1504360,345,20191,4,3,4.0
1504362,325,20191,4,3,4.0
1504363,325,20191,4,3,4.0
1504368,323,20191,4,3,4.0
1504369,323,20191,4,3,4.0
1504370,329,20191,4,3,4.0
1504371,345,20191,4,3,4.0
1504375,499,20201,4,3,36.667
1504376,110,20191,4,3,4.0
1504378,326,20191,4,3,4.0
1504379,499,20201,4,3,4.0
1504380,319,20191,4,3,4.0
1504382,323,20191,4,3,4.0
1504384,499,20201,4,3,3.75
1504386,326,20191,4,3,4.0
1504387,325,20191,4,3,4.0
1504388,312,20191,4,3,4.0
1504390,499,20201,4,3,4.0
1504391,300,20191,4,3,4.0
1504392,144,20191,4,3,4.0
1504394,345,20191,4,3,4.0
1504395,397,20191,4,3,4.0
1504396,316,20191,4,3,4.0
1504398,19,20191,4,3,4.0
1504400,200,20191,4,3,4.0
1504401,106,20191,4,3,4.0
1504402,325,20191,4,3,36.667
1504403,325,20191,4,3,4.0
1504408,145,20191,4,3,4.0
1504410,145,20191,4,3,4.0
1504411,319,20191,4,3,4.0
1504412,480,20201,4,3,4.0
1504415,323,20191,4,3,4.0
1504416,110,20191,4,3,4.0
1504420,323,20191,4,3,4.0
1504423,499,20201,4,3,4.0
1504424,480,20201,4,3,4.0
1504428,106,20191,4,3,4.0
1504429,323,20191,4,3,4.0
1504434,319,20191,4,3,4.0
1504440,329,20191,4,3,4.0
1504441,345,20191,3,3,4.0
1504442,802,20191,4,3,36.667
1504443,323,20191,4,3,4.0
1504446,480,20201,4,3,4.0
1504447,145,20191,4,3,4.0
1504448,499,20201,4,3,4.0
1504453,326,20191,4,3,4.0
1504455,499,20201,4,3,3.75
1504456,323,20191,4,3,4.0
1504460,323,20191,4,3,4.0
1504461,107,20191,4,3,4.0
1504462,499,20201,4,3,4.0
1504463,316,20191,4,3,4.0
1504466,317,20191,4,3,4.0
1504469,499,20201,4,3,3.75
1504470,801,20191,4,3,4.0
1504473,319,20191,4,3,4.0
1504476,145,20191,4,3,4.0
1504477,316,20191,4,3,4.0
1504479,323,20191,4,3,4.0
1504480,107,20191,4,3,4.0
1504485,344,20191,4,3,36.667
1504492,323,20191,4,3,4.0
1504494,312,20191,4,3,4.0
1504495,145,20191,4,3,4.0
1504496,480,20201,4,3,4.0
1504497,345,20191,4,3,4.0
1504498,303,20201,4,3,36.667
1504499,316,20191,4,3,4.0
1504502,145,20191,4,3,4.0
1504504,401,20201,15,3,4.0
1504507,303,20201,3,3,36.667
1504514,351,20201,3,3,4.0
1504515,354,20201,3,3,4.0
1504516,354,20201,3,3,3.75
1504517,114,20201,3,3,3.75
1504518,351,20201,3,3,4.0
1504520,120,20191,3,3,4.0
1504523,354,20201,3,3,4.0
1504525,370,20191,3,3,4.0
1504526,303,20201,3,3,4.0
1504529,351,20201,3,3,4.0
1504530,120,20201,3,3,4.0
1504531,4,20201,3,3,4.0
1504533,354,20201,3,3,3.6
1504534,341,20191,3,3,36.667
1504535,303,20201,3,3,4.0
1504537,111,20191,3,3,4.0
1504538,354,20201,3,3,4.0
1504539,372,20191,3,3,4.0
1504541,120,20191,3,3,4.0
1504542,323,20191,3,3,4.0
1504543,345,20191,3,3,4.0
1504544,537,20201,3,3,4.0
1504546,354,20201,3,3,3.8
1504547,120,20201,3,3,4.0
1504551,354,20201,3,3,4.0
1504552,351,20201,3,3,4.0
1504558,341,20191,3,3,4.0
1504559,337,20191,3,3,4.0
1504560,352,20201,3,3,3.8
1504561,354,20201,3,3,4.0
1504562,373,20191,3,3,4.0
1504565,370,20191,3,3,4.0
1504566,323,20191,3,3,4.0
1504568,354,20201,3,3,38.333
1504570,373,20191,3,3,4.0
1504571,338,20191,3,3,4.0
1504573,351,20201,3,3,4.0
1504574,351,20201,3,3,4.0
1504577,352,20201,3,3,36.667
1504578,351,20201,3,3,4.0
1504580,345,20191,3,3,4.0
1504581,351,20201,3,3,4.0
1504582,537,20201,3,3,4.0
1504585,323,20191,3,3,4.0
1504588,341,20201,3,3,36.667
1504590,351,20201,3,3,4.0
1504592,303,20201,3,3,4.0
1504593,351,20201,3,3,4.0
1504594,349,20191,3,3,36.667
1504595,569,20191,3,3,4.0
1504596,499,20191,3,3,4.0
1504598,318,20191,3,3,4.0
1504599,344,20191,3,3,4.0
1504600,323,20191,3,3,4.0
1504604,345,20191,3,3,4.0
1504606,499,20191,3,3,4.0
1504609,346,20191,3,3,4.0
1504610,351,20201,3,3,4.0
1504612,120,20191,3,3,4.0
1504613,346,20191,3,3,4.0
1504615,304,20191,3,3,36.667
1504616,370,20191,3,3,36.667
1504617,14,20191,3,3,4.0
1504619,345,20191,3,3,4.0
1504620,346,20191,3,3,4.0
1504621,373,20191,3,3,4.0
1504622,341,20191,3,3,4.0
1504623,351,20201,3,3,4.0
1504626,346,20191,3,3,4.0
1504627,341,20191,3,3,4.0
1504632,317,20191,3,3,4.0
1504633,120,20191,3,3,4.0
1504634,372,20191,3,3,36.667
1504642,318,20191,3,3,4.0
1504643,329,20191,3,3,3.6
1504646,370,20191,3,3,4.0
1504647,346,20191,3,3,4.0
1504649,336,20191,3,3,4.0
1504651,351,20201,3,3,3.8
1504652,335,20191,3,3,4.0
1504654,303,20191,3,3,4.0
1504655,317,20191,3,3,4.0
1504656,120,20191,3,3,4.0
1504661,351,20201,3,3,4.0
1504663,341,20191,3,3,4.0
1504664,329,20191,3,3,4.0
1504666,341,20191,3,3,4.0
1504669,354,20201,3,3,4.0
1504671,120,20201,3,3,36.667
1504673,303,20191,3,3,4.0
1504677,120,20191,3,3,4.0
1504678,351,20201,3,3,4.0
1504680,317,20201,3,3,3.8
1504681,120,20201,3,3,3.6
1504683,345,20191,3,3,4.0
1504688,387,20191,8,3,4.0
1504689,433,20191,8,3,4.0
1504692,3,20191,8,3,4.0
1504696,387,20191,8,3,4.0
1504699,243,20191,8,3,36.667
1504700,433,20191,8,3,4.0
1504704,387,20191,8,3,4.0
1504705,395,20191,8,3,4.0
1504707,433,20191,8,3,4.0
1504734,433,20191,8,3,36.667
1504737,381,20191,8,3,4.0
1504740,433,20191,8,3,4.0
1504742,433,20191,8,3,4.0
1504746,381,20191,8,3,4.0
1504748,338,20191,8,3,4.0
1504750,318,20191,8,3,4.0
1504755,433,20191,8,3,4.0
1504756,34,20191,8,3,4.0
1504760,318,20191,8,3,4.0
1504765,381,20191,8,3,4.0
1504776,381,20191,8,3,4.0
1504779,383,20191,8,3,4.0
1504785,433,20191,8,3,4.0
1504789,387,20191,8,3,4.0
1504796,435,20191,8,3,4.0
1504807,161,20191,3,3,4.0
1504808,161,20191,3,3,4.0
1504811,161,20191,3,3,4.0
1504821,286,20191,3,3,4.0
1504822,286,20191,3,3,4.0
1504824,286,20191,3,3,4.0
1504828,486,20191,3,3,4.0
1504834,539,20191,3,3,4.0
1504835,255,20191,3,3,4.0
1504836,389,20191,3,3,36.667
1504840,369,20191,3,3,4.0
1504842,486,20191,3,3,4.0
1504843,369,20191,3,3,4.0
1504844,286,20191,3,3,4.0
1504847,117,20191,3,3,4.0
1504849,486,20191,3,3,36.667
1504853,117,20191,3,3,4.0
1504861,286,20191,3,3,4.0
1504864,161,20191,3,3,4.0
1504867,370,20191,3,3,36.667
1504871,389,20191,3,3,4.0
1504875,293,20191,3,3,36.667
1504879,538,20191,3,3,4.0
1504888,389,20191,3,3,4.0
1504891,436,20191,3,3,4.0
1504893,436,20191,3,3,4.0
1504894,304,20191,3,3,4.0
1504895,390,20191,3,3,4.0
1504896,390,20191,3,3,4.0
1504901,390,20191,3,3,4.0
1504902,436,20191,3,3,4.0
1504904,434,20191,3,3,4.0
1504906,436,20191,3,3,4.0
1504907,20,20191,3,3,4.0
1504909,286,20191,3,3,4.0
1504910,434,20191,3,3,4.0
1504917,436,20191,3,3,36.667
1504919,390,20191,3,3,4.0
1504923,313,20191,3,3,4.0
1504927,513,20191,3,3,4.0
1504930,434,20191,3,3,4.0
1504931,304,20191,3,3,4.0
1504932,304,20191,3,3,36.667
1504933,313,20191,3,3,4.0
1504934,313,20191,3,3,4.0
1504935,420,20191,3,3,4.0
1504936,434,20191,3,3,4.0
1504937,435,20191,3,3,4.0
1504938,436,20191,3,3,4.0
1504942,436,20191,3,3,4.0
1504943,434,20191,3,3,4.0
1504945,311,20191,3,3,4.0
1504946,436,20191,3,3,4.0
1504947,390,20191,3,3,4.0
1504948,313,20191,3,3,4.0
1504950,311,20191,3,3,4.0
1504957,313,20191,3,3,4.0
1504960,436,20191,3,3,4.0
1504962,304,20191,3,3,4.0
1504963,304,20191,3,3,4.0
1504964,340,20191,3,3,4.0
1504965,390,20191,3,3,4.0
1504967,436,20191,3,3,4.0
1504969,326,20191,3,3,4.0
1504974,304,20191,3,3,4.0
1504977,434,20191,3,3,4.0
1504979,304,20191,3,3,4.0
1504981,436,20201,3,3,4.0
1504984,436,20191,3,3,4.0
1504986,304,20191,3,3,4.0
1504989,434,20191,3,3,4.0
1504991,304,20191,3,3,4.0
1504995,376,20191,3,3,4.0
1504996,434,20191,3,3,4.0
1504999,434,20191,3,3,4.0
1505000,390,20191,3,3,4.0
1505002,425,20191,3,3,4.0
1505003,311,20191,3,3,4.0
1505005,390,20191,3,3,4.0
1505008,286,20191,3,3,4.0
1505009,436,20191,3,3,4.0
1505010,313,20191,3,3,4.0
1505011,19,20191,3,3,4.0
1505017,304,20191,3,3,4.0
1505018,390,20191,3,3,4.0
1505022,420,20191,3,3,4.0
1505024,304,20191,3,3,4.0
1505028,304,20191,3,3,4.0
1505029,311,20191,3,3,4.0
1505030,420,20191,3,3,4.0
1505032,434,20191,3,3,4.0
1505034,436,20191,3,3,4.0
1505035,304,20191,3,3,4.0
1505036,286,20191,3,3,4.0
1505037,420,20191,3,3,4.0
1505040,313,20191,3,3,4.0
1505041,390,20191,3,3,4.0
1505042,304,20191,3,3,4.0
1505044,434,20191,3,3,4.0
1505045,326,20191,13,3,3.6
1505046,286,20191,3,3,4.0
1505047,390,20191,3,3,4.0
1505048,434,20191,3,3,4.0
1505052,436,20191,3,3,4.0
1505053,420,20191,3,3,4.0
1505055,311,20191,3,3,4.0
1505058,332,20191,15,3,4.0
1505060,343,20191,15,3,4.0
1505064,332,20191,15,3,4.0
1505072,332,20191,15,3,4.0
1505073,332,20191,15,3,4.0
1505076,332,20191,15,3,4.0
1505086,332,20191,15,3,4.0
1505093,315,20201,15,3,3.75
1505095,331,20191,15,3,4.0
1505096,332,20191,15,3,4.0
1505097,331,20191,15,3,4.0
1505099,413,20191,15,3,4.0
1505102,332,20191,15,3,4.0
1505104,332,20191,15,3,4.0
1505106,332,20191,15,3,4.0
1505108,331,20191,15,3,4.0
1505111,332,20191,15,3,4.0
1505113,331,20191,15,3,4.0
1505119,331,20191,15,3,4.0
1505123,331,20191,15,3,4.0
1505129,332,20191,15,3,4.0
1505135,331,20191,15,3,4.0
1505137,331,20191,15,3,4.0
1505144,376,20191,15,3,4.0
1505148,376,20191,15,3,4.0
1505150,376,20191,15,3,4.0
1505151,418,20191,15,3,4.0
1505153,376,20191,15,3,4.0
1505158,376,20191,15,3,4.0
1505159,376,20191,15,3,4.0
1505161,376,20191,15,3,4.0
1505170,367,20191,15,3,4.0
1505181,376,20191,15,3,4.0
1505184,418,20191,15,3,4.0
1505191,376,20191,15,3,4.0
1505194,376,20191,15,3,4.0
1505197,224,20191,15,3,4.0
1505199,376,20191,15,3,4.0
1505204,132,20191,15,3,4.0
1505207,224,20191,15,3,4.0
1505221,376,20191,15,3,4.0
1505223,376,20191,15,3,4.0
1505228,376,20191,15,3,4.0
1505237,376,20191,15,3,4.0
1505238,376,20191,15,3,4.0
1505242,376,20191,15,3,4.0
1505243,224,20191,15,3,4.0
1505244,224,20191,15,3,4.0
1505252,312,20191,15,3,4.0
1505253,132,20191,15,3,3.75
1505262,376,20191,15,3,4.0
1505286,528,20191,6,3,4.0
1505297,528,20191,6,3,4.0
1505300,528,20191,6,3,4.0
1505305,543,20191,6,3,36.667
1505320,222,20191,6,3,4.0
1505335,209,20191,6,3,4.0
1505337,546,20191,6,3,4.0
1505353,407,20191,6,3,4.0
1505363,550,20191,6,3,4.0
1505370,528,20191,6,3,36.667
1505374,525,20191,6,3,4.0
1505375,550,20191,6,3,4.0
1505383,528,20191,6,3,4.0
1505388,204,20191,6,3,4.0
1505389,543,20191,6,3,4.0
1505398,204,20191,6,3,4.0
1505399,528,20191,6,3,4.0
1505400,346,20191,6,3,36.667
1505406,445,20191,8,3,4.0
1505407,441,20201,8,3,4.0
1505410,19,20191,8,3,4.0
1505412,360,20191,8,3,4.0
1505415,360,20191,8,3,4.0
1505417,442,20191,8,3,4.0
1505420,100,20191,8,3,4.0
1505427,169,20191,8,3,4.0
1505434,445,20191,8,3,4.0
1505435,360,20191,8,3,4.0
1505443,442,20191,8,3,4.0
1505447,445,20191,8,3,4.0
1505454,445,20191,8,3,4.0
1505455,368,20191,8,3,4.0
1505460,445,20191,8,3,4.0
1505465,100,20191,8,3,4.0
1505466,445,20191,8,3,4.0
1505483,362,20191,12,3,4.0
1505485,421,20191,12,3,4.0
1505489,366,20191,12,3,4.0
1505490,362,20191,12,3,4.0
1505506,440,20191,12,3,4.0
1505507,418,20191,12,3,4.0
1505508,421,20191,12,3,4.0
1505518,366,20191,16,3,4.0
1505526,362,20191,12,3,4.0
1505535,421,20191,12,3,4.0
1505536,393,20191,12,3,4.0
1505538,254,20191,12,3,4.0
1505547,203,20201,12,3,4.0
1505548,421,20191,12,3,4.0
1505563,297,20201,12,3,36.667
1505576,347,20191,4,3,4.0
1505579,341,20191,4,3,4.0
1505583,331,20191,4,3,36.667
1505587,117,20191,8,3,4.0
1505589,298,20191,4,3,4.0
1505590,341,20191,4,3,4.0
1505592,349,20191,4,3,36.667
1505593,435,20191,4,3,4.0
1505596,117,20191,8,3,4.0
1505600,349,20191,4,3,36.667
1505602,349,20191,4,3,36.667
1505603,345,20191,4,3,4.0
1505607,341,20191,4,3,4.0
1505609,151,20191,8,3,4.0
1505613,349,20191,4,3,4.0
1505614,435,20191,8,3,4.0
1505617,337,20191,4,3,4.0
1505618,337,20191,4,3,4.0
1505620,347,20191,8,3,4.0
1505623,328,20191,4,3,4.0
1505624,499,20201,4,3,3.75
1505625,151,20191,8,3,4.0
1505627,313,20201,4,3,4.0
1505628,330,20191,4,3,4.0
1505629,340,20191,8,3,4.0
1505632,397,20191,8,3,4.0
1505633,345,20191,4,3,4.0
1505637,486,20191,8,3,4.0
1505640,328,20191,4,3,4.0
1505645,349,20191,4,3,4.0
1505649,375,20191,8,3,4.0
1505664,326,20191,4,3,4.0
1505667,152,20191,8,3,4.0
1505671,152,20191,8,3,4.0
1505672,345,20191,4,3,4.0
1505674,349,20191,4,3,36.667
1505681,343,20191,8,3,4.0
1505684,349,20191,4,3,4.0
1505687,152,20191,8,3,4.0
1505689,435,20191,8,3,4.0
1505694,122,20191,4,3,4.0
1505695,152,20191,8,3,36.667
1505711,175,20191,7,3,4.0
1505732,272,20201,7,3,4.0
1505735,263,20201,7,3,3.75
1505736,591,20201,7,3,4.0
1505745,591,20201,7,3,4.0
1505746,591,20201,12,3,4.0
1505748,255,20201,7,3,4.0
1505749,430,20191,7,3,4.0
1505751,263,20201,7,3,36.667
1505758,255,20191,7,3,36.667
1505761,255,20191,7,3,4.0
1505780,591,20201,7,3,4.0
1505781,258,20201,7,3,4.0
1505790,255,20191,7,3,4.0
1505792,272,20191,7,3,4.0
1505797,263,20201,7,3,4.0
1505803,252,20191,7,3,4.0
1505806,255,20191,7,3,4.0
1505813,182,20201,7,3,4.0
1505814,272,20191,7,3,4.0
1505822,464,20201,7,3,4.0
1505823,594,20201,7,3,4.0
1505825,251,20201,7,3,36.667
1505826,239,20191,7,3,4.0
1505829,594,20201,7,3,4.0
1505830,464,20201,7,3,4.0
1505832,464,20201,7,3,4.0
1505837,12,20191,7,3,4.0
1505840,205,20191,7,3,4.0
1505844,250,20201,7,3,4.0
1505846,464,20201,7,3,4.0
1505855,239,20191,7,3,4.0
1505859,223,20191,7,3,4.0
1505862,251,20201,7,3,4.0
1505866,205,20191,7,3,4.0
1505867,464,20201,7,3,4.0
1505869,594,20201,7,3,4.0
1505870,179,20191,7,3,4.0
1505871,242,20191,7,3,4.0
1505872,245,20191,7,3,4.0
1505873,594,20201,7,3,4.0
1505874,223,20191,7,3,4.0
1505878,239,20191,7,3,4.0
1505879,205,20191,7,3,4.0
1505883,464,20191,7,3,4.0
1505885,244,20191,7,3,4.0
1505895,249,20191,7,3,4.0
1505896,240,20201,7,3,4.0
1505908,242,20191,7,3,36.667
1505915,249,20201,7,3,4.0
1505921,239,20191,7,3,4.0
1505925,11,20201,8,3,36.667
1505930,298,20191,8,3,4.0
1505931,291,20191,8,3,4.0
