F_MASV,F_MAMH,F_NHHK,IDKH,TIN_CHI,DIEMTB
1602716,337,20191,11,3,4.0
1602717,208,20191,11,3,36.667
1602720,211,20201,11,3,4.0
1602721,303,20201,11,3,3.75
1602723,358,20201,11,3,36.667
1602725,341,20201,11,3,3.75
1602728,341,20201,11,3,4.0
1602732,304,20201,11,3,4.0
1602737,304,20201,11,3,4.0
1602739,303,20201,11,3,3.75
1602742,321,20201,6,3,4.0
1602743,524,20201,6,3,3.8
1602745,321,20201,6,3,38.571
1602757,514,20201,6,3,36.667
1602758,514,20201,6,3,36.667
1602767,242,20191,6,3,3.75
1602771,194,20191,6,3,4.0
1602773,514,20201,6,3,3.75
1602775,514,20201,6,3,4.0
1602791,346,20201,6,3,4.0
1602795,243,20201,6,3,36.667
1602823,347,20201,6,3,3.875
1602843,510,20201,6,3,3.6
1602855,246,20201,6,3,4.0
1602856,524,20201,6,3,4.0
1602860,321,20201,6,3,4.0
1602863,337,20201,6,3,4.0
1602874,321,20201,6,3,3.8
1602876,242,20191,6,3,4.0
1602878,305,20191,6,3,4.0
1602890,337,20201,6,3,4.0
1602894,321,20201,6,3,4.0
1602905,243,20201,6,3,4.0
1602916,243,20201,6,3,3.6
1602918,524,20201,6,3,4.0
1602921,25,20201,6,3,36.667
1602924,111,20191,6,3,4.0
1602927,514,20201,6,3,4.0
1602928,523,20201,6,3,3.75
1602929,524,20201,6,3,4.0
1602930,243,20201,6,3,38.333
1602935,311,20201,6,3,38.333
1602937,245,20201,6,3,3.75
1602938,523,20201,6,3,3.75
1602939,337,20201,6,3,4.0
1602947,347,20201,9,3,4.0
1602976,344,20201,9,3,4.0
1602980,344,20201,9,3,3.6
1602988,344,20201,9,3,4.0
1603000,245,20201,9,3,4.0
1603008,523,20201,9,3,3.6
1603009,245,20201,9,3,3.6
1603016,347,20201,9,3,36.667
1603035,510,20191,9,3,4.0
1603049,220,20191,12,3,4.0
1603052,401,20201,12,3,4.0
1603054,19,20191,12,3,4.0
1603055,337,20201,12,3,36.667
1603061,401,20201,12,3,4.0
1603062,218,20191,12,3,4.0
1603065,20,20191,12,3,36.667
1603068,358,20201,12,3,4.0
1603071,401,20201,12,3,4.0
1603075,207,20201,12,3,4.0
1603090,19,20191,12,3,4.0
1603097,19,20191,12,3,4.0
1603100,401,20201,12,3,36.667
1603102,220,20191,12,3,4.0
1603105,124,20191,12,3,4.0
1603128,124,20201,12,3,4.0
1603135,429,20201,12,3,4.0
1603136,335,20201,12,3,4.0
1603139,401,20201,12,3,4.0
1603154,307,20201,12,3,3.6
1603155,206,20191,12,3,36.667
1603160,218,20201,12,3,4.0
1603162,481,20201,6,3,4.0
1603163,553,20201,6,3,3.75
1603166,541,20201,6,3,4.0
1603170,391,20201,6,3,4.0
1603172,439,20201,6,3,3.6
1603188,414,20201,6,3,3.6
1603192,393,20201,6,3,36.667
1603221,391,20201,6,3,4.0
1603222,572,20201,6,3,36.667
1603227,463,20201,6,3,4.0
1603228,195,20201,6,3,3.6
1603246,405,20201,6,3,3.75
1603256,195,20201,6,3,4.0
1603277,482,20201,6,3,36.667
1603284,573,20201,6,3,3.6
1603291,411,20201,6,3,37.143
1603298,541,20201,6,3,4.0
1603306,424,20201,6,3,3.8
1603333,482,20201,6,3,36.667
1603339,262,20201,6,3,3.6
1603348,392,20201,6,3,3.75
1603349,4,20191,6,3,4.0
1603353,411,20201,6,3,38.333
1603355,152,20201,6,3,4.0
1603356,392,20201,6,3,4.0
1603357,151,20191,6,3,4.0
1603364,482,20201,6,3,3.75
1603379,262,20201,6,3,4.0
1603391,394,20191,6,3,4.0
1603405,529,20201,6,3,4.0
1603415,195,20201,6,3,36.667
1603424,152,20201,6,3,36.667
1603429,573,20201,6,3,36.667
1603435,463,20201,6,3,36.667
1603440,391,20201,6,3,4.0
1603446,152,20201,6,3,3.75
1603461,553,20201,6,3,4.0
1603465,552,20191,6,3,3.75
1603470,389,20191,6,3,4.0
1603475,365,20201,11,3,36.667
1603483,393,20201,11,3,3.75
1603486,365,20201,11,3,3.625
1603498,342,20201,11,3,4.0
1603500,234,20201,11,3,4.0
1603507,342,20201,11,3,3.6
1603508,211,20201,11,3,4.0
1603517,342,20201,11,3,3.8
1603528,351,20191,11,3,4.0
1603539,365,20201,11,3,3.75
1603544,357,20201,11,3,4.0
1603551,365,20201,11,3,4.0
1603556,351,20191,11,3,4.0
1603559,365,20201,11,3,3.75
1603563,342,20201,11,3,3.6
1603566,236,20191,11,3,4.0
1603567,342,20201,11,3,4.0
1603569,361,20201,11,3,4.0
1603572,393,20201,11,3,4.0
1603580,236,20191,11,3,4.0
1603587,365,20201,11,3,4.0
1603588,353,20201,11,3,3.75
1603590,123,20201,11,3,36.667
1603592,393,20201,11,3,3.75
1603603,357,20201,11,3,4.0
1603604,353,20201,11,3,3.6
1603610,393,20201,11,3,4.0
1603615,203,20201,6,3,3.75
1603623,277,20201,6,3,36.667
1603625,518,20201,6,3,36.667
1603634,275,20201,6,3,36.667
1603648,274,20201,6,3,3.75
1603659,208,20201,6,3,4.0
1603668,208,20201,6,3,3.75
1603680,208,20201,6,3,3.6
1603693,518,20201,6,3,3.75
1603697,11,20191,6,3,4.0
1603703,208,20201,6,3,4.0
1603728,518,20201,6,3,4.0
1603738,169,20201,6,3,3.8
1603745,274,20201,6,3,4.0
1603751,271,20201,6,3,4.0
1603757,274,20201,6,3,4.0
1603759,265,20201,6,3,36.667
1603769,406,20201,4,3,38.571
1603771,345,20201,4,3,4.0
1603774,298,20201,4,3,36.667
1603779,319,20201,4,3,36.667
1603782,110,20201,4,3,38.333
1603783,103,20201,4,3,4.0
1603785,298,20201,4,3,4.0
1603786,345,20201,4,3,3.6
1603787,445,20191,4,3,4.0
1603788,471,20191,4,3,36.667
1603793,801,20201,4,3,4.0
1603794,304,20191,4,3,36.667
1603801,465,20191,4,3,3.75
1603805,317,20201,4,3,38.571
1603815,300,20201,4,3,3.8
1603816,300,20201,4,3,4.0
1603820,304,20191,4,3,36.667
1603822,305,20191,12,3,4.0
1603824,110,20201,4,3,38.333
1603828,200,20201,4,3,4.0
1603830,345,20201,4,3,3.6
1603831,24,20201,4,3,36.667
1603832,317,20201,4,3,4.0
1603834,106,20201,4,3,3.75
1603836,110,20201,4,3,4.0
1603837,23,20201,4,3,36.667
1603843,107,20201,4,3,4.0
1603850,127,20191,4,3,4.0
1603854,319,20201,4,3,4.0
1603857,106,20201,4,3,3.6
1603858,323,20201,4,3,4.0
1603866,103,20201,4,3,3.75
1603873,106,20201,4,3,4.0
1603874,344,20201,4,3,36.667
1603875,329,20201,4,3,3.75
1603879,345,20201,4,3,4.0
1603882,397,20201,4,3,36.667
1603888,319,20201,4,3,38.333
1603891,466,20191,4,3,4.0
1603892,200,20201,4,3,4.0
1603896,127,20191,4,3,4.0
1603903,106,20201,4,3,3.75
1603907,316,20191,4,3,4.0
1603908,301,20201,4,3,37.143
1603910,107,20201,4,3,4.0
1603912,397,20201,4,3,36.667
1603918,397,20201,4,3,3.625
1603925,471,20191,4,3,4.0
1603927,317,20191,4,3,3.75
1603931,6,20191,4,3,4.0
1603942,344,20201,4,3,3.6
1603944,107,20201,4,3,3.8
1603952,298,20201,4,3,4.0
1603953,313,20201,4,3,4.0
1603959,341,20201,3,3,4.0
1603962,341,20201,3,3,3.8
1603964,324,20191,3,3,4.0
1603966,120,20201,3,3,4.0
1603969,111,20201,3,3,4.0
1603971,120,20201,3,3,37.778
1603972,336,20201,3,3,4.0
1603974,20,20191,3,3,4.0
1603975,336,20201,3,3,4.0
1603978,120,20201,3,3,4.0
1603979,344,20201,3,3,4.0
1603981,372,20201,3,3,38.571
1603982,354,20201,3,3,3.75
1603986,117,20201,3,3,3.8
1603989,341,20201,3,3,3.8
1603990,120,20201,3,3,4.0
1603992,341,20201,3,3,38.333
1603993,346,20201,3,3,4.0
1603994,303,20201,3,3,4.0
1603998,499,20201,3,3,4.0
1603999,344,20201,3,3,4.0
1604000,344,20201,3,3,38.333
1604002,344,20201,3,3,4.0
1604004,310,20201,3,3,4.0
1604007,344,20201,3,3,3.75
1604008,341,20201,3,3,3.875
1604012,373,20201,3,3,4.0
1604015,114,20201,3,3,3.75
1604017,341,20201,3,3,4.0
1604018,173,20201,3,3,4.0
1604020,119,20191,3,3,3.75
1604021,345,20201,3,3,4.0
1604022,336,20201,3,3,38.333
1604024,336,20201,3,3,4.0
1604027,304,20191,3,3,4.0
1604029,303,20201,3,3,4.0
1604030,120,20201,3,3,3.875
1604032,341,20201,3,3,4.0
1604033,499,20201,3,3,3.75
1604035,317,20201,3,3,4.0
1604038,114,20201,3,3,4.0
1604039,345,20201,3,3,38.333
1604040,120,20201,3,3,4.0
1604041,117,20191,3,3,3.8
1604042,372,20201,3,3,38.333
1604043,346,20201,3,3,4.0
1604049,120,20201,3,3,36.667
1604051,173,20201,3,3,3.75
1604053,370,20201,3,3,36.667
1604055,499,20201,3,3,3.75
1604056,341,20201,3,3,3.75
1604057,373,20201,3,3,4.0
1604062,324,20191,3,3,4.0
1604066,301,20201,3,3,4.0
1604068,344,20201,3,3,4.0
1604069,499,20201,3,3,3.8
1604072,373,20201,3,3,38.571
1604075,499,20201,3,3,3.6
1604079,121,20201,3,3,38.571
1604088,329,20201,3,3,4.0
1604091,1,20201,3,3,4.0
1604093,352,20201,3,3,3.6
1604094,310,20201,3,3,3.8
1604096,344,20201,3,3,36.667
1604097,344,20201,3,3,4.0
1604098,120,20201,3,3,36.667
1604099,338,20191,3,3,4.0
1604100,120,20201,3,3,4.0
1604101,120,20201,3,3,4.0
1604103,113,20201,3,3,3.625
1604104,310,20201,3,3,4.0
1604107,370,20201,3,3,38.333
1604108,120,20201,3,3,3.8
1604109,373,20201,3,3,37.143
1604111,111,20201,3,3,4.0
1604112,373,20201,3,3,3.75
1604116,120,20201,3,3,4.0
1604118,120,20201,3,3,3.6
1604119,121,20191,3,3,4.0
1604125,373,20201,3,3,38.333
1604126,113,20201,3,3,3.75
1604129,111,20201,3,3,4.0
1604130,346,20201,3,3,4.0
1604136,120,20201,3,3,3.8
1604139,120,20201,3,3,4.0
1604146,345,20201,3,3,4.0
1604147,370,20201,3,3,4.0
1604153,120,20201,3,3,4.0
1604155,120,20201,3,3,4.0
1604157,114,20201,3,3,4.0
1604158,345,20201,3,3,3.75
1604159,346,20201,3,3,4.0
1604162,370,20201,3,3,4.0
1604166,379,20201,8,3,3.75
1604182,235,20191,8,3,4.0
1604195,243,20201,8,3,36.667
1604211,379,20201,8,3,36.667
1604212,395,20201,8,3,4.0
1604235,379,20201,8,3,3.75
1604236,235,20191,8,3,36.667
1604241,245,20201,8,3,4.0
1604248,387,20201,8,3,3.8
1604259,433,20201,8,3,4.0
1604261,383,20201,8,3,36.667
1604265,382,20201,8,3,3.8
1604275,338,20201,8,3,36.667
1604282,433,20201,8,3,36.667
1604292,387,20201,8,3,36.667
1604320,361,20191,8,3,4.0
1604325,20,20191,3,3,36.667
1604327,293,20201,3,3,4.0
1604334,371,20191,3,3,4.0
1604337,293,20201,3,3,4.0
1604338,11,20201,3,3,3.75
1604342,384,20191,3,3,4.0
1604352,370,20201,3,3,4.0
1604360,286,20201,3,3,4.0
1604374,288,20191,3,3,4.0
1604376,539,20191,3,3,4.0
1604381,19,20201,3,3,4.0
1604383,293,20201,3,3,4.0
1604386,801,20201,4,3,36.667
1604394,301,20191,3,3,4.0
1604395,20,20201,3,3,4.0
1604399,390,20201,3,3,3.8
1604400,311,20191,3,3,4.0
1604402,302,20191,3,3,4.0
1604409,420,20201,3,3,4.0
1604410,390,20201,3,3,4.0
1604415,304,20201,3,3,36.667
1604420,313,20201,3,3,36.667
1604421,436,20201,3,3,4.0
1604424,311,20201,3,3,36.667
1604427,304,20201,3,3,3.75
1604440,304,20201,3,3,4.0
1604445,311,20201,3,3,3.8
1604446,371,20191,3,3,36.667
1604447,435,20201,3,3,4.0
1604448,434,20201,3,3,4.0
1604451,310,20191,3,3,4.0
1604453,436,20201,3,3,4.0
1604454,110,20191,3,3,4.0
1604456,301,20191,3,3,4.0
1604462,513,20201,3,3,36.667
1604465,435,20201,3,3,4.0
1604466,420,20201,3,3,36.667
1604467,310,20191,3,3,4.0
1604474,436,20201,3,3,36.667
1604475,313,20201,3,3,3.75
1604483,436,20201,3,3,4.0
1604484,301,20191,3,3,4.0
1604485,313,20201,3,3,4.0
1604494,436,20201,3,3,4.0
1604497,420,20201,3,3,3.75
1604501,436,20201,3,3,36.667
1604504,304,20201,3,3,4.0
1604505,390,20201,3,3,4.0
1604506,420,20201,3,3,36.667
1604512,416,20191,3,3,4.0
1604513,110,20191,3,3,4.0
1604519,434,20201,3,3,3.8
1604522,304,20201,3,3,36.667
1604523,19,20201,3,3,36.667
1604524,286,20201,3,3,4.0
1604525,436,20201,3,3,4.0
1604526,513,20201,3,3,36.667
1604527,390,20201,3,3,4.0
1604531,434,20201,3,3,36.667
1604533,420,20201,3,3,38.333
1604534,420,20201,3,3,4.0
1604535,286,20201,3,3,4.0
1604536,313,20201,3,3,4.0
1604537,310,20191,3,3,36.667
1604541,302,20191,3,3,4.0
1604542,436,20201,3,3,3.75
1604543,304,20201,3,3,4.0
1604546,340,20201,3,3,4.0
1604547,434,20201,3,3,4.0
1604551,513,20201,3,3,36.667
1604553,513,20201,3,3,4.0
1604560,301,20191,3,3,4.0
1604561,436,20201,3,3,4.0
1604562,302,20191,3,3,4.0
1604566,340,20201,3,3,3.8
1604569,103,20191,3,3,36.667
1604571,103,20191,3,3,4.0
1604572,138,20191,3,3,4.0
1604573,286,20201,3,3,4.0
1604574,286,20201,3,3,3.8
1604576,307,20191,3,3,4.0
1604578,436,20201,3,3,4.0
1604579,513,20201,3,3,4.0
1604580,307,20191,3,3,4.0
1604581,436,20201,3,3,3.8
1604583,390,20201,3,3,4.0
1604584,434,20201,3,3,4.0
1604585,436,20201,3,3,4.0
1604589,286,20201,3,3,3.75
1604590,313,20201,3,3,4.0
1604602,282,20191,15,3,4.0
1604603,108,20191,15,3,4.0
1604604,331,20201,15,3,4.0
1604610,331,20201,15,3,4.0
1604622,196,20191,15,3,4.0
1604632,331,20201,15,3,36.667
1604634,332,20201,15,3,36.667
1604636,309,20191,15,3,4.0
1604648,343,20201,15,3,36.667
1604655,332,20201,15,3,4.0
1604656,196,20191,15,3,4.0
1604661,332,20201,15,3,4.0
1604664,343,20201,15,3,4.0
1604686,13,20191,15,3,4.0
1604688,376,20201,15,3,4.0
1604695,376,20201,15,3,4.0
1604704,132,20201,15,3,3.75
1604705,216,20191,15,3,4.0
1604707,376,20201,15,3,3.8
1604708,164,20191,15,3,4.0
1604711,216,20191,15,3,4.0
1604712,166,20191,15,3,4.0
1604721,376,20201,15,3,4.0
1604722,376,20201,15,3,4.0
1604723,164,20191,15,3,4.0
1604731,376,20201,15,3,4.0
1604732,164,20191,15,3,4.0
1604734,376,20201,15,3,4.0
1604736,365,20191,15,3,4.0
1604737,164,20191,15,3,4.0
1604747,13,20191,15,3,4.0
1604748,216,20191,15,3,4.0
1604749,215,20191,15,3,4.0
1604753,216,20191,15,3,4.0
1604757,371,20191,15,3,4.0
1604759,132,20201,15,3,3.8
1604765,418,20191,15,3,4.0
1604771,376,20201,15,3,4.0
1604772,164,20191,15,3,4.0
1604776,362,20191,15,3,4.0
1604777,367,20201,15,3,4.0
1604778,376,20201,15,3,3.8
1604781,215,20191,15,3,36.667
1604782,216,20191,15,3,4.0
1604786,6,20191,15,3,4.0
1604787,132,20201,15,3,4.0
1604792,376,20201,15,3,4.0
1604795,367,20201,15,3,3.75
1604801,13,20191,15,3,4.0
1604805,414,20191,6,3,4.0
1604813,407,20201,6,3,4.0
1604819,546,20201,6,3,3.75
1604853,547,20201,6,3,4.0
1604858,543,20201,6,3,36.667
1604882,546,20201,6,3,4.0
1604894,550,20201,6,3,36.667
1604912,551,20201,6,3,36.667
1604925,157,20201,6,3,36.667
1604942,546,20201,6,3,36.667
1604951,23,20201,8,3,3.6
1604960,185,20201,8,3,3.6
1604977,358,20201,8,3,4.0
1604981,100,20191,8,3,4.0
1604987,19,20201,8,3,4.0
1604988,6,20191,8,3,4.0
1604989,251,20201,8,3,4.0
1605006,421,20201,12,3,36.667
1605010,323,20191,12,3,4.0
1605013,118,20191,12,3,4.0
1605014,242,20201,12,3,36.667
1605016,20,20191,12,3,4.0
1605021,366,20201,12,3,36.667
1605026,145,20201,12,3,36.667
1605035,309,20191,12,3,4.0
1605044,19,20201,12,3,3.6
1605059,254,20201,12,3,4.0
1605078,801,20201,4,3,3.6
1605081,340,20201,8,3,3.6
1605082,349,20201,4,3,4.0
1605086,892,20201,4,3,4.0
1605092,375,20201,8,3,3.8
1605099,134,20191,8,3,36.667
1605101,428,20201,8,3,3.875
1605108,347,20201,8,3,36.667
1605109,313,20201,4,3,3.8
1605114,801,20201,4,3,4.0
1605119,340,20201,8,3,3.8
1605125,152,20201,8,3,4.0
1605126,340,20201,8,3,4.0
1605130,331,20201,4,3,3.6
1605133,152,20201,8,3,36.667
1605136,123,20201,4,3,4.0
1605141,152,20201,8,3,38.571
1605144,152,20201,8,3,36.667
1605148,118,20201,4,3,3.75
1605164,313,20201,4,3,3.75
1605166,200,20201,4,3,4.0
1605167,313,20201,4,3,4.0
1605180,330,20191,4,3,4.0
1605184,298,20201,4,3,36.667
1605186,345,20201,4,3,36.667
1605188,319,20201,4,3,3.6
1605196,151,20201,8,3,38.571
1605203,251,20201,7,3,3.8
1605209,19,20201,7,3,4.0
1605218,109,20191,7,3,4.0
1605226,313,20201,7,3,4.0
1605227,254,20201,7,3,4.0
1605229,273,20201,7,3,4.0
1605239,272,20201,7,3,4.0
1605247,205,20191,7,3,4.0
1605250,273,20201,7,3,36.667
1605259,272,20201,7,3,4.0
1605276,252,20201,7,3,4.0
1605291,252,20201,7,3,4.0
1605296,178,20191,7,3,4.0
1605297,251,20201,7,3,4.0
1605305,272,20201,7,3,4.0
1605307,272,20201,7,3,4.0
1605314,272,20201,7,3,3.75
1605319,272,20201,7,3,4.0
1605335,501,20201,7,3,4.0
1605336,239,20201,7,3,36.667
1605339,179,20201,7,3,3.8
1605340,181,20201,7,3,4.0
1605343,179,20201,7,3,3.6
1605345,249,20201,7,3,4.0
1605346,249,20201,7,3,4.0
1605348,243,20201,7,3,3.6
1605350,241,20201,7,3,4.0
1605354,250,20201,7,3,4.0
1605358,246,20201,7,3,3.75
1605360,213,20201,7,3,36.667
1605372,179,20201,7,3,4.0
1605375,181,20201,7,3,3.8
1605376,242,20191,7,3,4.0
1605378,246,20201,7,3,36.667
1605380,239,20201,7,3,4.0
1605381,223,20201,7,3,4.0
1605382,239,20201,7,3,4.0
1605386,246,20191,7,3,4.0
1605389,241,20201,7,3,3.75
1605393,249,20201,7,3,4.0
1605395,181,20191,7,3,4.0
1605397,239,20201,7,3,4.0
1605399,223,20201,7,3,37.143
1605400,249,20201,7,3,3.75
1605402,243,20201,7,3,3.75
1605406,181,20201,7,3,3.75
1605410,239,20201,7,3,36.667
1605419,223,20201,7,3,36.667
1605420,223,20201,7,3,4.0
1605421,241,20201,7,3,4.0
1605423,223,20201,7,3,4.0
1605434,223,20201,7,3,3.75
1605437,279,20201,6,3,36.667
1605450,20,20201,6,3,3.75
1605454,514,20201,6,3,4.0
1605456,366,20201,6,3,3.75
1605461,514,20201,6,3,36.667
1605469,110,20201,6,3,4.0
1605481,273,20201,6,3,36.667
1605488,291,20201,8,3,4.0
1605513,400,20201,8,3,4.0
1605535,292,20201,8,3,3.75
1605537,422,20201,8,3,3.75
1605540,400,20201,8,3,4.0
1605541,422,20201,8,3,4.0
1605549,112,20191,11,3,4.0
1605555,267,20191,11,3,4.0
1605561,301,20201,11,3,36.667
1605575,301,20201,11,3,4.0
1605577,269,20191,11,3,4.0
1605578,176,20191,11,3,36.667
1605579,112,20191,11,3,4.0
1605581,269,20191,11,3,4.0
1605582,284,20201,11,3,36.667
1605588,269,20191,11,3,36.667
1605589,450,20201,11,3,4.0
1605592,281,20191,11,3,4.0
1605593,450,20201,11,3,3.75
1605594,450,20201,11,3,3.6
1605598,301,20201,11,3,36.667
1605602,180,20201,11,3,3.75
1605610,301,20201,11,3,3.75
1605616,270,20191,11,3,4.0
1605623,356,20201,17,3,3.6
1605625,348,20201,17,3,36.667
1605626,349,20191,17,3,4.0
1605639,353,20201,17,3,3.6
1605640,354,20201,17,3,4.0
1605657,351,20201,17,3,4.0
1605663,51,20191,17,3,36.667
1605665,356,20201,17,3,4.0
1605681,348,20201,17,3,36.667
1605683,348,20201,17,3,3.6
1605691,351,20201,17,3,4.0
1605692,316,20201,17,3,3.8
1605693,353,20201,17,3,3.6
1605699,353,20201,17,3,4.0
1605702,20,20201,17,3,3.6
1605710,353,20201,17,3,4.0
1605713,32,20191,17,3,4.0
1605717,316,20201,17,3,3.6
1605718,352,20191,14,3,4.0
1605719,369,20201,14,3,3.75
1605723,352,20191,14,3,4.0
1605728,369,20201,14,3,4.0
1605731,381,20201,14,3,4.0
1605732,19,20191,14,3,4.0
1605739,364,20191,14,3,4.0
1605741,347,20191,14,3,4.0
1605746,235,20201,14,3,4.0
1605748,100,20191,14,3,4.0
1605751,18,20201,14,3,3.75
1605755,347,20191,14,3,4.0
1605759,382,20201,14,3,36.667
1605760,114,20201,14,3,4.0
1605766,352,20191,14,3,4.0
1605769,114,20201,14,3,4.0
1605771,114,20201,14,3,4.0
1605774,344,20191,14,3,4.0
1605776,352,20201,14,3,3.75
1605780,100,20191,14,3,4.0
1605789,353,20201,14,3,3.6
1605791,11,20201,14,3,3.6
1605800,345,20191,14,3,4.0
1605802,381,20201,14,3,4.0
1605803,345,20191,14,3,4.0
1605805,114,20201,14,3,3.8
1605813,353,20201,14,3,4.0
1605817,24,20191,14,3,4.0
1605818,353,20201,14,3,4.0
1605820,352,20191,14,3,4.0
1605830,371,20201,14,3,36.667
1605834,207,20191,3,3,3.75
1605838,219,20201,3,3,4.0
1605847,387,20201,3,3,3.6
1605856,219,20201,3,3,36.667
1605860,387,20201,3,3,4.0
1605866,212,20191,3,3,36.667
1605868,167,20201,3,3,3.6
1605871,221,20191,3,3,4.0
1605879,339,20201,3,3,4.0
1605883,339,20201,3,3,4.0
1605894,339,20201,3,3,3.6
1605906,330,20201,3,3,36.667
1605907,167,20201,3,3,3.75
1605911,387,20201,3,3,4.0
1605914,318,20191,3,3,3.75
1605916,388,20201,3,3,3.6
1605917,219,20201,3,3,4.0
1605918,339,20201,3,3,4.0
1605922,221,20191,3,3,4.0
1605929,221,20191,3,3,3.8
1605936,104,20201,9,3,3.6
1605940,104,20201,9,3,36.667
1605943,104,20201,9,3,3.75
1605944,20,20191,9,3,4.0
1605957,339,20201,9,3,4.0
1605963,591,20201,9,3,36.667
1605964,335,20191,9,3,4.0
1605974,337,20201,9,3,36.667
1605975,347,20201,9,3,3.6
1605976,339,20201,9,3,36.667
1605977,103,20191,9,3,4.0
1605979,591,20201,9,3,36.667
1605983,201,20191,9,3,4.0
1605990,324,20191,9,3,4.0
1605991,591,20201,9,3,4.0
1605994,591,20201,9,3,4.0
1605995,396,20191,9,3,4.0
1606000,339,20201,9,3,3.75
1606004,20,20191,9,3,4.0
1606007,337,20201,9,3,4.0
1606009,591,20201,9,3,3.75
1606012,104,20201,9,3,3.75
1606016,104,20201,9,3,4.0
1606022,591,20201,9,3,36.667
1606033,411,20191,9,3,36.667
1606034,351,20201,9,3,4.0
1606035,19,20191,9,3,4.0
1606039,316,20201,9,3,36.667
1606045,351,20201,9,3,4.0
1606068,328,20191,9,3,36.667
1606089,207,20201,9,3,36.667
1606107,259,20201,1,3,4.0
1606110,11,20201,1,3,3.6
1606111,87,20201,1,3,4.0
1606112,86,20201,1,3,4.0
1606113,208,20191,7,3,4.0
1606119,391,20201,1,3,4.0
1606127,251,20201,6,3,3.75
1606133,321,20201,6,3,4.0
1606138,251,20201,6,3,36.667
1606144,315,20201,6,3,36.667
1606150,338,20191,13,3,4.0
1606151,327,20201,13,3,4.0
1606157,312,20191,13,3,4.0
1606158,455,20191,13,3,4.0
1606159,298,20191,13,3,4.0
1606165,331,20201,13,3,4.0
1606167,453,20201,13,3,3.75
1606168,327,20201,13,3,4.0
1606173,327,20201,13,3,4.0
1606174,316,20201,13,3,36.667
1606176,342,20201,13,3,4.0
1606183,316,20201,13,3,4.0
1606186,547,20201,13,3,4.0
1606187,298,20191,13,3,4.0
1606191,478,20201,13,3,4.0
1606192,322,20201,13,3,38.333
1606194,19,20201,13,3,4.0
1606200,328,20201,13,3,4.0
1606202,334,20201,13,3,4.0
1606213,478,20201,13,3,4.0
1606214,175,20201,13,3,38.333
1606218,547,20201,13,3,4.0
1606219,342,20201,13,3,3.8
1606220,328,20201,13,3,4.0
1606221,175,20201,13,3,36.667
1606223,334,20201,13,3,4.0
1606224,316,20201,13,3,3.8
1606225,342,20201,13,3,4.0
1606226,316,20201,13,3,36.667
1606229,478,20191,13,3,4.0
1606230,327,20201,13,3,4.0
1606232,175,20201,13,3,4.0
1606233,327,20201,13,3,4.0
1606236,336,20201,13,3,4.0
1606237,316,20201,13,3,4.0
1606238,535,20201,13,3,3.75
1606240,335,20191,13,3,4.0
1606243,316,20201,13,3,4.0
1606247,329,20201,13,3,4.0
1606248,331,20201,13,3,36.667
1606249,331,20201,13,3,36.667
1606251,453,20201,13,3,3.6
1606252,336,20201,13,3,3.75
1606253,175,20201,13,3,3.75
1606256,342,20201,13,3,4.0
1606260,300,20191,13,3,4.0
1606261,320,20201,13,3,3.75
1606264,329,20201,13,3,4.0
1606266,537,20201,13,3,4.0
1606267,336,20201,13,3,4.0
1606270,334,20201,13,3,36.667
1606271,465,20191,13,3,4.0
1606272,334,20201,13,3,36.667
1606273,334,20201,13,3,4.0
1606275,258,20191,13,3,4.0
1606276,298,20201,13,3,36.667
1606281,537,20201,13,3,36.667
1606284,19,20191,13,3,4.0
1606286,327,20201,13,3,4.0
1606287,334,20201,13,3,3.8
1606288,328,20201,13,3,4.0
1606293,537,20201,13,3,4.0
1606294,334,20201,13,3,3.8
1606298,300,20191,13,3,4.0
1606299,316,20201,13,3,3.6
1606300,328,20201,13,3,3.8
1606301,342,20201,13,3,4.0
1606303,453,20201,13,3,3.75
1606304,342,20201,13,3,3.8
1606305,327,20201,13,3,3.75
1606307,331,20201,13,3,4.0
1606308,328,20201,13,3,37.143
1606312,329,20201,13,3,4.0
1606314,331,20201,3,3,4.0
1606320,320,20201,13,3,36.667
1606321,291,20201,13,3,4.0
1606322,329,20201,13,3,4.0
1606330,329,20201,13,3,4.0
1606332,314,20201,13,3,3.75
1606335,316,20201,13,3,4.0
1606336,321,20201,13,3,4.0
1606338,453,20201,13,3,3.8
1606342,342,20201,13,3,4.0
1606345,342,20201,13,3,4.0
1606347,331,20201,13,3,4.0
1606352,331,20201,13,3,4.0
1606356,331,20201,13,3,4.0
1606360,342,20201,9,3,4.0
1606362,329,20201,9,3,4.0
1606365,335,20191,9,3,4.0
1606368,342,20201,9,3,4.0
1606372,327,20201,9,3,38.333
1606373,300,20191,9,3,4.0
1606374,175,20201,9,3,36.667
1606381,328,20201,9,3,4.0
1606382,335,20201,9,3,3.75
1606383,481,20201,9,3,4.0
1606384,331,20201,9,3,4.0
1606385,327,20201,9,3,36.667
1606390,335,20201,9,3,36.667
1606393,328,20201,9,3,3.6
1606395,537,20201,9,3,4.0
1606406,342,20201,9,3,4.0
1606407,327,20201,9,3,4.0
1606417,313,20201,7,3,4.0
1606421,465,20201,9,3,3.75
1606424,342,20201,9,3,3.8
1606430,481,20201,9,3,4.0
1606431,19,20201,9,3,4.0
1606435,342,20201,9,3,4.0
1606449,334,20201,9,3,4.0
1606450,328,20201,9,3,38.333
1606455,471,20201,11,3,4.0
